eventdef,spec,outcome,event,coef,se,t,p,sig,preF,prep,N,N_city,N_treated_city,mean_y
scope_ge_2,province_year_fe,top10_share,es_p2,.0000719068616058,.016825354,.0042737206,.99659318,,.1764380427928107,.91230476,4391,275,66,.4602449184355901
scope_ge_2,province_year_fe,top10_share,es_p3,.0141262462779478,.015814044,.89327228,.37249526,,.1764380427928107,.91230476,4391,275,66,.4602449184355901
scope_ge_2,province_year_fe,top10_share,es_p4,.0237269502266527,.013863332,1.7114897,.08812236,*,.1764380427928107,.91230476,4391,275,66,.4602449184355901
scope_ge_2,provyr_baseyr_fe,top10_share,es_m4,-.0007834774116661,.01316719,-.059502248,.95259547,,.1618349990309788,.92196512,4391,275,66,.4602449184355901
scope_ge_2,provyr_baseyr_fe,top10_share,es_m3,.0028446610709329,.013526094,.21030912,.8335827,,.1618349990309788,.92196512,4391,275,66,.4602449184355901
scope_ge_2,provyr_baseyr_fe,top10_share,es_m2,-.0033244094556119,.01461303,-.22749624,.82020754,,.1618349990309788,.92196512,4391,275,66,.4602449184355901
scope_ge_2,provyr_baseyr_fe,top10_share,es_0,-.0116279323023315,.018413605,-.63148588,.52824932,,.1618349990309788,.92196512,4391,275,66,.4602449184355901
scope_ge_2,provyr_baseyr_fe,top10_share,es_p1,-.0139777455642699,.018826572,-.74244773,.45845211,,.1618349990309788,.92196512,4391,275,66,.4602449184355901
scope_ge_2,provyr_baseyr_fe,top10_share,es_p2,-.0139594258108643,.018140009,-.76953804,.44223687,,.1618349990309788,.92196512,4391,275,66,.4602449184355901
scope_ge_2,provyr_baseyr_fe,top10_share,es_p3,-.0020652871080046,.015799947,-.13071482,.89609683,,.1618349990309788,.92196512,4391,275,66,.4602449184355901
scope_ge_2,provyr_baseyr_fe,top10_share,es_p4,.0025134468045956,.014030508,.17914155,.85795897,,.1618349990309788,.92196512,4391,275,66,.4602449184355901
scope_ge_2,province_year_fe,base_top_share,es_m4,.0082517157836699,.01750773,.47131845,.63778841,,2.956388690865677,.032887913,4391,275,66,.1939310719051284
scope_ge_2,province_year_fe,base_top_share,es_m3,.0315226067587299,.015618945,2.0182288,.044541758,**,2.956388690865677,.032887913,4391,275,66,.1939310719051284
scope_ge_2,province_year_fe,base_top_share,es_m2,.0357495201460878,.014982084,2.3861513,.017704941,**,2.956388690865677,.032887913,4391,275,66,.1939310719051284
scope_ge_2,province_year_fe,base_top_share,es_0,.0368888744828307,.01376422,2.6800554,.0078067956,***,2.956388690865677,.032887913,4391,275,66,.1939310719051284
scope_ge_2,province_year_fe,base_top_share,es_p1,.0271653728125451,.012728333,2.1342444,.033710498,**,2.956388690865677,.032887913,4391,275,66,.1939310719051284
scope_ge_2,province_year_fe,base_top_share,es_p2,.031572668944491,.011628973,2.7150006,.0070484211,***,2.956388690865677,.032887913,4391,275,66,.1939310719051284
scope_ge_2,province_year_fe,base_top_share,es_p3,.0280128950836074,.011309722,2.4768863,.013857156,**,2.956388690865677,.032887913,4391,275,66,.1939310719051284
scope_ge_2,province_year_fe,base_top_share,es_p4,.0341127231262043,.01038529,3.2847157,.0011536659,***,2.956388690865677,.032887913,4391,275,66,.1939310719051284
scope_ge_2,provyr_baseyr_fe,base_top_share,es_m4,-.0011982068797724,.015173625,-.078966424,.93711698,,1.573408249597025,.19607672,4391,275,66,.1939310719051284
scope_ge_2,provyr_baseyr_fe,base_top_share,es_m3,.0197150034980549,.013489416,1.4615165,.14501962,,1.573408249597025,.19607672,4391,275,66,.1939310719051284
scope_ge_2,provyr_baseyr_fe,base_top_share,es_m2,.0127131811514282,.013805372,.92088652,.35791972,,1.573408249597025,.19607672,4391,275,66,.1939310719051284
scope_ge_2,provyr_baseyr_fe,base_top_share,es_0,.0141740231789311,.013168394,1.0763669,.28271002,,1.573408249597025,.19607672,4391,275,66,.1939310719051284
scope_ge_2,provyr_baseyr_fe,base_top_share,es_p1,.0016520684450125,.012285086,.13447757,.89312369,,1.573408249597025,.19607672,4391,275,66,.1939310719051284
scope_ge_2,provyr_baseyr_fe,base_top_share,es_p2,.0070924570857782,.010833401,.65468425,.51322025,,1.573408249597025,.19607672,4391,275,66,.1939310719051284
scope_ge_2,provyr_baseyr_fe,base_top_share,es_p3,.0011802442114252,.010888462,.10839403,.91376245,,1.573408249597025,.19607672,4391,275,66,.1939310719051284
scope_ge_2,provyr_baseyr_fe,base_top_share,es_p4,.0072661963494407,.0096723195,.7512362,.45315525,,1.573408249597025,.19607672,4391,275,66,.1939310719051284
scope_ge_2,province_year_fe,base_mid_inc_share,es_m4,.0353407233918825,.013499782,2.6178734,.0093399333,***,2.917780579013403,.034604322,4391,275,66,.3902460174134659
