license_no,license_year,company,city,province,idc_scope,location_source
A2.B1.B2-20201860,2020,北京七彩讯飞信息技术有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20161297,2016,北京中宽宏运网络技术有限公司,北京市,北京市,nan,scope_city_or_fallback
A2.B1-20203791,2020,深圳申信通网络有限公司,深圳市,广东省,nan,scope_city_or_fallback
A1.A2-20160002,2016,中国广播电视网络有限公司,北京市,北京市,北京市;海口市,scope_city_or_fallback
A1.A2-20160002,2016,中国广播电视网络有限公司,海口市,海南省,北京市;海口市,scope_city_or_fallback
合字B1-20220088,2022,天津帕克耐科技有限公司,天津市,天津市,nan,scope_city_or_fallback
B1.B2-20194275,2019,山东新立克企业服务有限公司,济宁市,山东省,nan,scope_city_or_fallback
B1-20213499,2021,华通云（北京）科技有限公司,北京市,北京市,nan,scope_city_or_fallback
赣B1-20210382,2021,江西科睿特云计算技术有限公司,赣州市,江西省,nan,scope_city_or_fallback
甘B1.B2-20160054,2016,兰州乐智教育科技有限责任公司,兰州市,甘肃省,nan,scope_city_or_fallback
B1-20212191,2021,天云科技服务（沈阳）有限公司,沈阳市,辽宁省,nan,scope_city_or_fallback
B1.B2-20100132,2010,北京德利迅达科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20184256,2018,深圳新起点网络科技有限公司,深圳市,广东省,nan,scope_city_or_fallback
B1-20241727,2024,天津市灵算人工智能公共数据平台有限公司,天津市,天津市,nan,scope_city_or_fallback
闽B1.B2-20160021,2016,福建省数字福建云计算运营有限公司,福州市,福建省,nan,scope_city_or_fallback
B1-20220913,2022,陕西中纬度信息科技有限公司,西安市,陕西省,nan,scope_city_or_fallback
鲁B1-20231180,2023,山东浪潮云服务信息科技有限公司,济南市,山东省,nan,scope_city_or_fallback
B1-20193682,2019,上海硕富码网络科技有限公司,上海市,上海市,nan,scope_city_or_fallback
B1-20160673,2016,成都指南针联网科技股份有限公司,上海市,上海市,南京市;厦门市;成都市;深圳市;太原市;上海市;北京市;西安市,scope_city_or_fallback
B1-20160673,2016,成都指南针联网科技股份有限公司,北京市,北京市,南京市;厦门市;成都市;深圳市;太原市;上海市;北京市;西安市,scope_city_or_fallback
B1-20160673,2016,成都指南针联网科技股份有限公司,南京市,江苏省,南京市;厦门市;成都市;深圳市;太原市;上海市;北京市;西安市,scope_city_or_fallback
B1-20160673,2016,成都指南针联网科技股份有限公司,厦门市,福建省,南京市;厦门市;成都市;深圳市;太原市;上海市;北京市;西安市,scope_city_or_fallback
B1-20160673,2016,成都指南针联网科技股份有限公司,太原市,山西省,南京市;厦门市;成都市;深圳市;太原市;上海市;北京市;西安市,scope_city_or_fallback
B1-20160673,2016,成都指南针联网科技股份有限公司,成都市,四川省,南京市;厦门市;成都市;深圳市;太原市;上海市;北京市;西安市,scope_city_or_fallback
B1-20160673,2016,成都指南针联网科技股份有限公司,深圳市,广东省,南京市;厦门市;成都市;深圳市;太原市;上海市;北京市;西安市,scope_city_or_fallback
B1-20160673,2016,成都指南针联网科技股份有限公司,西安市,陕西省,南京市;厦门市;成都市;深圳市;太原市;上海市;北京市;西安市,scope_city_or_fallback
B1-20210374,2021,广州天下云网络科技有限公司,广州市,广东省,nan,scope_city_or_fallback
闽B1-20150077,2015,福州靠谱云科技有限公司,福州市,福建省,福州市,scope_city_or_fallback
A2.B1-20195924,2019,深圳电网智慧能源技术有限公司,深圳市,广东省,nan,scope_city_or_fallback
B1-20235432,2023,广州市白云数码科技有限公司,广州市,广东省,nan,scope_city_or_fallback
B1-20240020,2024,万企信息网络科技（深圳）有限公司,深圳市,广东省,nan,scope_city_or_fallback
B1-20195526,2019,江苏友普信息技术有限公司,无锡市,江苏省,nan,scope_city_or_fallback
B1-20193719,2019,北京有孚云计算科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1.B2-20130270,2013,北京万国长安科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20221707,2022,奇信科技（广东）有限公司,惠州市,广东省,nan,scope_city_or_fallback
A2.B1.B2-20214412,2021,广州市振丰网络科技有限公司,广州市,广东省,nan,scope_city_or_fallback
B1-20193702,2019,中电六所智能系统有限公司,北京市,北京市,nan,scope_city_or_fallback
冀B1-20170070,2017,河北袤云通信科技有限公司,秦皇岛市,河北省,秦皇岛市,scope_city_or_fallback
A2.B1-20242254,2024,安一恒通（北京）科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1.B2-20193433,2019,广州拓开网络科技有限公司,广州市,广东省,nan,scope_city_or_fallback
B1-20202186,2020,北京一成泰和投资有限公司,北京市,北京市,nan,scope_city_or_fallback
B1.B2-20172948,2017,广州德久信息科技有限公司,广州市,广东省,nan,scope_city_or_fallback
B1-20161376,2016,北京闪迅网联电信技术有限公司,北京市,北京市,天津市;北京市,scope_city_or_fallback
B1-20161376,2016,北京闪迅网联电信技术有限公司,天津市,天津市,天津市;北京市,scope_city_or_fallback
B1.B2-20230032,2023,北京威砾科技有限公司,北京市,北京市,nan,scope_city_or_fallback
A1.A2.B1.B2-20182277,2018,民生通讯（深圳）有限公司,深圳市,广东省,nan,scope_city_or_fallback
B1.B2-20230679,2023,河南宽商通信技术有限公司,郑州市,河南省,nan,scope_city_or_fallback
B1-20170248,2017,深圳市云捷网络有限公司,深圳市,广东省,nan,scope_city_or_fallback
B1-20150899,2015,广州天庭信息科技有限公司,厦门市,福建省,厦门市;广州市;重庆市;福州市;惠州市,scope_city_or_fallback
B1-20150899,2015,广州天庭信息科技有限公司,惠州市,广东省,厦门市;广州市;重庆市;福州市;惠州市,scope_city_or_fallback
B1-20150899,2015,广州天庭信息科技有限公司,福州市,福建省,厦门市;广州市;重庆市;福州市;惠州市,scope_city_or_fallback
B1-20150899,2015,广州天庭信息科技有限公司,重庆市,重庆市,厦门市;广州市;重庆市;福州市;惠州市,scope_city_or_fallback
B1-20202985,2020,北京旭辉煌科技集团有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20171209,2017,宁夏金硅信息技术有限公司,中卫市,宁夏回族自治区,北京市;中卫市,scope_city_or_fallback
B1-20171209,2017,宁夏金硅信息技术有限公司,北京市,北京市,北京市;中卫市,scope_city_or_fallback
A2.B1.B2-20214577,2021,北京云信互通科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20212835,2021,丽水宸源网络科技有限公司,丽水市,浙江省,nan,scope_city_or_fallback
B1-20202731,2020,沛琪网络科技（深圳）有限公司,深圳市,广东省,nan,scope_city_or_fallback
B1-20181681,2018,深圳前海汉辉世纪科技有限公司,深圳市,广东省,nan,scope_city_or_fallback
渝B1-20190262,2019,重庆市涪陵区福华大数据有限公司,重庆市,重庆市,nan,scope_city_or_fallback
苏B1.B2-20130106,2013,天泽信息产业股份有限公司,长沙市,湖南省,江苏省,scope_city_or_fallback
B1-20222760,2022,北京英泰智科技股份有限公司,北京市,北京市,nan,scope_city_or_fallback
鲁B1-20210855,2021,烟台梵海网络科技有限公司,烟台市,山东省,nan,scope_city_or_fallback
A2.B1.B2-20213062,2021,上海卷米科技有限公司,上海市,上海市,nan,scope_city_or_fallback
B1.B2-20150517,2015,万达信息股份有限公司,上海市,上海市,上海市;北京市,scope_city_or_fallback
B1.B2-20150517,2015,万达信息股份有限公司,北京市,北京市,上海市;北京市,scope_city_or_fallback
B1-20172243,2017,北京云盈科技发展有限公司,北京市,北京市,nan,scope_city_or_fallback
B1.B2-20214380,2021,长春市骏达智能科技发展有限公司,长春市,吉林省,nan,scope_city_or_fallback
B1-20200961,2020,深圳市特发信息数据科技有限公司,深圳市,广东省,nan,scope_city_or_fallback
B1-20192356,2019,北京蓝色必联通信技术有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20225277,2022,吉林省盛洋通信工程有限公司,长春市,吉林省,nan,scope_city_or_fallback
B1-20242558,2024,辽宁长宽网络服务有限公司,沈阳市,辽宁省,nan,scope_city_or_fallback
B2-20160801,2016,北京圣菲科技有限公司,北京市,北京市,nan,scope_city_or_fallback
晋B1-20190009,2019,山西中交高速数据中心有限公司,吕梁市,山西省,nan,scope_city_or_fallback
B1-20212589,2021,湖南零智一数据科技有限公司,长沙市,湖南省,nan,scope_city_or_fallback
B1.B2-20230959,2023,沈阳文晟通信技术服务有限公司,沈阳市,辽宁省,nan,scope_city_or_fallback
B1-20214053,2021,成都方圆世嘉科技有限公司,成都市,四川省,nan,scope_city_or_fallback
B1.B2-20213565,2021,深圳市毕方网络科技有限公司,深圳市,广东省,nan,scope_city_or_fallback
B1-20195970,2019,福建眼界科技有限公司,厦门市,福建省,nan,scope_city_or_fallback
B1.B2-20222911,2022,贵州永鼎云信息科技有限公司,贵阳市,贵州省,nan,scope_city_or_fallback
B1-20181233,2018,北京悦享互联技术有限公司,北京市,北京市,nan,scope_city_or_fallback
冀B2-20072010,2007,保定企盟信息网络有限公司,保定市,河北省,石家庄市;保定市;廊坊市,scope_city_or_fallback
冀B2-20072010,2007,保定企盟信息网络有限公司,廊坊市,河北省,石家庄市;保定市;廊坊市,scope_city_or_fallback
冀B2-20072010,2007,保定企盟信息网络有限公司,石家庄市,河北省,石家庄市;保定市;廊坊市,scope_city_or_fallback
B1.B2-20213626,2021,浙江宁禾网络技术有限责任公司,湖州市,浙江省,nan,scope_city_or_fallback
鄂B1-20160109,2016,湖北新兴通信技术有限公司,武汉市,湖北省,nan,scope_city_or_fallback
B1-20223562,2022,中联信科技（集团）有限公司,深圳市,广东省,nan,scope_city_or_fallback
B1-20221889,2022,江苏硕梦信息科技有限公司,苏州市,江苏省,nan,scope_city_or_fallback
B2-20171386,2017,中国保险信息技术管理有限责任公司,上海市,上海市,北京市;上海市,scope_city_or_fallback
B2-20171386,2017,中国保险信息技术管理有限责任公司,北京市,北京市,北京市;上海市,scope_city_or_fallback
A2.B1-20183073,2018,广东讯云网络科技有限公司,珠海市,广东省,nan,scope_city_or_fallback
B1-20201375,2020,兰州新区清创信息科技有限公司,兰州市,甘肃省,nan,scope_city_or_fallback
B1.B2-20225568,2022,上海祺朔科技有限公司,上海市,上海市,nan,scope_city_or_fallback
B1-20202672,2020,杭州粒子光速科技有限公司,杭州市,浙江省,nan,scope_city_or_fallback
B1-20210234,2021,深圳市星际智云科技有限公司,深圳市,广东省,nan,scope_city_or_fallback
浙B1.B2-20150231,2015,光通天下网络科技股份有限公司,金华市,浙江省,nan,scope_city_or_fallback
B1.B2-20224024,2022,木心智能科技集团有限公司,北京市,北京市,nan,scope_city_or_fallback
A2.B1-20203819,2020,深圳美波科技有限公司,深圳市,广东省,nan,scope_city_or_fallback
B1-20200731,2020,银雁科技服务集团股份有限公司,深圳市,广东省,nan,scope_city_or_fallback
京B1-20140039,2014,北京华夏雅库网络科技股份有限公司,北京市,北京市,北京市,scope_city_or_fallback
B1.B2-20221960,2022,波速时代（北京）科技有限公司,北京市,北京市,nan,scope_city_or_fallback
沪B1.B2-20110077,2011,上海国脉通信技术发展有限公司,上海市,上海市,nan,scope_city_or_fallback
A2.B1-20195979,2019,北京世博云朗科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20223009,2022,浙江云福智业信息科技有限公司,温州市,浙江省,nan,scope_city_or_fallback
京B1-20160024,2016,创云世纪（北京）网络科技有限公司,北京市,北京市,北京市,scope_city_or_fallback
B1-20240990,2024,佛山市壹号邦通信科技有限公司,佛山市,广东省,nan,scope_city_or_fallback
B1-20195560,2019,上海藤络网络科技有限公司,上海市,上海市,nan,scope_city_or_fallback
苏B1.B2-20110153,2011,江苏中江网传媒股份有限公司,南京市,江苏省,nan,scope_city_or_fallback
B1-20225483,2022,深圳中科超级云计算有限公司,深圳市,广东省,nan,scope_city_or_fallback
A2.B1-20202876,2020,上海旭奔信息技术有限公司,上海市,上海市,nan,scope_city_or_fallback
冀B2-20150087,2015,河北湘兴网络科技有限公司,石家庄市,河北省,nan,scope_city_or_fallback
B1-20202626,2020,北京远盈创新科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20213394,2021,衢州皓欣网络科技有限公司,衢州市,浙江省,nan,scope_city_or_fallback
B1-20225235,2022,深圳般若海科技有限公司,深圳市,广东省,nan,scope_city_or_fallback
蒙B1.B2-20150066,2015,中国广电内蒙古网络有限公司,呼和浩特市,内蒙古自治区,nan,scope_city_or_fallback
B1-20214844,2021,中科文投（北京）云计算有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20210772,2021,深圳光飞讯科技有限公司,深圳市,广东省,nan,scope_city_or_fallback
京B1-20140084,2014,北京中联互动科技发展有限公司,北京市,北京市,北京市,scope_city_or_fallback
B1-20222909,2022,淮南灵云通大数据有限公司,淮南市,安徽省,nan,scope_city_or_fallback
B1-20201761,2020,爱云新创（厦门）云计算有限公司,厦门市,福建省,nan,scope_city_or_fallback
B1.B2-20222018,2022,四川集程信息技术有限公司,成都市,四川省,nan,scope_city_or_fallback
渝B1-20180012,2018,重庆云蕊科技有限公司,重庆市,重庆市,nan,scope_city_or_fallback
B1-20214911,2021,重庆国科量子通信网络有限公司,重庆市,重庆市,nan,scope_city_or_fallback
A2.B1-20201202,2020,鑫丰亿（天津）通信科技有限公司,天津市,天津市,nan,scope_city_or_fallback
辽B1-20120082,2012,沈阳盘古网络技术有限公司,沈阳市,辽宁省,辽宁省,scope_city_or_fallback
B1-20140128,2014,南昌市恒州科技有限公司,吉安市,江西省,吉安市;镇江市,scope_city_or_fallback
B1-20140128,2014,南昌市恒州科技有限公司,镇江市,江苏省,吉安市;镇江市,scope_city_or_fallback
B1-20202536,2020,贵州鑫恒峰网络科技有限公司,贵阳市,贵州省,nan,scope_city_or_fallback
A2.B1.B2-20191819,2019,京东云计算有限公司,宿迁市,江苏省,nan,scope_city_or_fallback
B1-20173149,2017,北京星河星云信息技术有限公司,上海市,上海市,北京市;上海市,scope_city_or_fallback
B1-20173149,2017,北京星河星云信息技术有限公司,北京市,北京市,北京市;上海市,scope_city_or_fallback
A2.B1-20201960,2020,罗酷科技有限公司,珠海市,广东省,nan,scope_city_or_fallback
B1.B2-20210383,2021,上海忱忱科技有限公司,上海市,上海市,nan,scope_city_or_fallback
B1-20242741,2024,抚顺欣达网络科技有限公司,抚顺市,辽宁省,nan,scope_city_or_fallback
B1.B2-20204188,2020,中绅（深圳）科技有限公司,深圳市,广东省,nan,scope_city_or_fallback
豫B1.B2-20190489,2019,河南云速网络科技有限公司,郑州市,河南省,nan,scope_city_or_fallback
滇B1-20200201,2020,云南云创数据技术有限公司,昆明市,云南省,nan,scope_city_or_fallback
B1.B2-20225667,2022,北京沁铭科技有限公司,北京市,北京市,nan,scope_city_or_fallback
黑B1.B2-20060577,2006,大庆市卓创多媒体制作有限公司,大庆市,黑龙江省,nan,scope_city_or_fallback
B1-20181635,2018,深圳市俊网网络有限公司,深圳市,广东省,nan,scope_city_or_fallback
B1.B2-20171878,2017,杭州驭缘网络科技有限公司,杭州市,浙江省,nan,scope_city_or_fallback
B1.B2-20194750,2019,北京博瑞惠达科技有限公司,北京市,北京市,nan,scope_city_or_fallback
A2.B1.B2-20200763,2020,北京阿塔云科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1.B2-20151162,2015,深圳市容大信息技术有限公司,上海市,上海市,深圳市;上海市,scope_city_or_fallback
B1.B2-20151162,2015,深圳市容大信息技术有限公司,深圳市,广东省,深圳市;上海市,scope_city_or_fallback
B1.B2-20171610,2017,北京司响科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20200821,2020,北京国信通广网络科技有限公司,北京市,北京市,nan,scope_city_or_fallback
辽B1.B2-20130126,2013,大连市中易互联科技有限公司,大连市,辽宁省,辽宁省,scope_city_or_fallback
B1-20213785,2021,南昌吉亿数据服务有限公司,南昌市,江西省,nan,scope_city_or_fallback
B1-20181053,2018,北京成昆网络科技有限公司,北京市,北京市,nan,scope_city_or_fallback
A2.B1-20170938,2017,广州皇都网络科技有限公司,广州市,广东省,nan,scope_city_or_fallback
B1.B2-20184111,2018,湖南晟鸿网络科技有限公司,长沙市,湖南省,nan,scope_city_or_fallback
B1-20171208,2017,北京经纬时代科技有限公司,北京市,北京市,北京市;廊坊市;徐州市,scope_city_or_fallback
B1-20171208,2017,北京经纬时代科技有限公司,廊坊市,河北省,北京市;廊坊市;徐州市,scope_city_or_fallback
B1-20171208,2017,北京经纬时代科技有限公司,徐州市,江苏省,北京市;廊坊市;徐州市,scope_city_or_fallback
辽B1.B2-20130081,2013,沈阳亿通先锋互联数据有限公司,沈阳市,辽宁省,nan,scope_city_or_fallback
渝B1-20150040,2015,重庆市久速科技有限责任公司,重庆市,重庆市,nan,scope_city_or_fallback
辽B1-20190331,2019,华君技术（营口）有限公司,营口市,辽宁省,nan,scope_city_or_fallback
B1-20243448,2024,北京凯博通投资有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20225554,2022,杭州瑞迪信息科技有限公司,杭州市,浙江省,nan,scope_city_or_fallback
闽B1-20221058,2022,厦门昕美云网络科技有限公司,厦门市,福建省,nan,scope_city_or_fallback
B1-20180964,2018,沈阳诚高科技股份有限公司,沈阳市,辽宁省,nan,scope_city_or_fallback
B1-20140356,2014,北京浩瀚深度信息技术股份有限公司,北京市,北京市,nan,scope_city_or_fallback
B1.B2-20195221,2019,北京京跃未来科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20150711,2015,北京云港讯通科技有限公司,北京市,北京市,nan,scope_city_or_fallback
冀B1.B2-20150092,2015,河北迎帆通信股份有限公司,石家庄市,河北省,nan,scope_city_or_fallback
B1-20231141,2023,中山慈云数据服务有限公司,中山市,广东省,nan,scope_city_or_fallback
B1-20215476,2021,三峡星未来数据科技（宜昌）有限公司,宜昌市,湖北省,nan,scope_city_or_fallback
B1.B2-20233513,2023,浪潮软件集团有限公司,济南市,山东省,nan,scope_city_or_fallback
B1-20210082,2021,成都宏益通科技有限公司,成都市,四川省,nan,scope_city_or_fallback
B1-20224013,2022,成都荔枝猫科技有限公司,成都市,四川省,nan,scope_city_or_fallback
A2.B1.B2-20194130,2019,太湖教育科技（北京）有限公司,北京市,北京市,nan,scope_city_or_fallback
B1.B2-20201428,2020,北京锦绣未央科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20191786,2019,北京太极三丰云计算有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20243434,2024,深圳市兆易云科技有限公司,深圳市,广东省,nan,scope_city_or_fallback
B1-20243533,2024,中为高科科技有限公司,北京市,北京市,nan,scope_city_or_fallback
A2.B1.B2-20183325,2018,北京捷易迅信息技术有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20221409,2022,贵州五云网络有限公司,遵义市,贵州省,nan,scope_city_or_fallback
B1.B2-20193076,2019,山西鑫创盛网络科技有限公司,太原市,山西省,nan,scope_city_or_fallback
B1.B2-20201646,2020,北京恒泽高科科技有限公司,北京市,北京市,nan,scope_city_or_fallback
京B2-20070114,2007,北京飞华领航科技发展有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20171205,2017,泉州市盘古数据技术有限公司,北京市,北京市,北京市;泉州市,scope_city_or_fallback
B1.B2-20202686,2020,北京中青绿健生态科技有限公司,北京市,北京市,nan,scope_city_or_fallback
A2.B1-20200647,2020,北京易企秀科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20201585,2020,佛山星网讯云网络有限公司,佛山市,广东省,nan,scope_city_or_fallback
B1-20181803,2018,常德云彩网络科技有限公司,常德市,湖南省,nan,scope_city_or_fallback
川B1.B2-20080001,2008,四川省有线广播电视网络股份有限公司,成都市,四川省,成都市,scope_city_or_fallback
B1.B2-20140441,2014,上海携程商务有限公司,上海市,上海市,上海市;北京市,scope_city_or_fallback
B1.B2-20140441,2014,上海携程商务有限公司,北京市,北京市,上海市;北京市,scope_city_or_fallback
B1-20180457,2018,广州紫云云计算有限公司,广州市,广东省,nan,scope_city_or_fallback
B1-20225651,2022,厦门欧珀云计算有限公司,厦门市,福建省,nan,scope_city_or_fallback
渝B1-20180041,2018,重庆安云网络科技有限公司,重庆市,重庆市,nan,scope_city_or_fallback
浙B1.B2-20100237,2010,嘉兴市信达电子科技有限公司,嘉兴市,浙江省,nan,scope_city_or_fallback
B1.B2-20224413,2022,北京码全汇科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20232611,2023,数安时代科技股份有限公司,佛山市,广东省,nan,scope_city_or_fallback
B1-20161010,2016,河北捷联网络科技有限公司,石家庄市,河北省,nan,scope_city_or_fallback
B1.B2-20231502,2023,广东乐建智能科技有限公司,广州市,广东省,nan,scope_city_or_fallback
B1-20242319,2024,广州允科网络通讯设备有限公司,广州市,广东省,nan,scope_city_or_fallback
B1-20173249,2017,深圳优创未来信息技术有限公司,深圳市,广东省,nan,scope_city_or_fallback
B1-20180455,2018,北京允睿讯通科技有限公司,北京市,北京市,nan,scope_city_or_fallback
A2.B1-20161749,2016,北京先机利得科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20173154,2017,江苏瑞盈通网络技术有限公司,无锡市,江苏省,nan,scope_city_or_fallback
B1-20210937,2021,山东彬成网络科技有限公司,济南市,山东省,nan,scope_city_or_fallback
B1.B2-20221653,2022,北京扬帆云创科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1.B2-20170016,2017,中和易茂科技服务（北京）有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20200030,2020,广州市网泽计算机科技有限公司,广州市,广东省,nan,scope_city_or_fallback
B1-20211551,2021,浙江未店网络科技有限公司,台州市,浙江省,nan,scope_city_or_fallback
豫B1.B2-20060014,2006,河南省金时通网络科技有限公司,郑州市,河南省,nan,scope_city_or_fallback
B1-20172732,2017,广东聚梦科技有限公司,深圳市,广东省,nan,scope_city_or_fallback
A2.B1-20193716,2019,北京嘉诚华纳科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20234004,2023,深圳现象科技有限公司,深圳市,广东省,nan,scope_city_or_fallback
B1-20213024,2021,河北钰隐云计算科技有限公司,保定市,河北省,nan,scope_city_or_fallback
B1.B2-20180591,2018,湖南获客传媒有限公司,长沙市,湖南省,nan,scope_city_or_fallback
A2.B1.B2-20203201,2020,麦克尔信息技术（深圳）有限公司,深圳市,广东省,nan,scope_city_or_fallback
辽B1.B2-20140113,2014,辽宁神州云信息技术有限公司,沈阳市,辽宁省,辽宁省,scope_city_or_fallback
B1-20203738,2020,国网江苏综合能源服务有限公司,南京市,江苏省,nan,scope_city_or_fallback
B1-20200919,2020,云盾智慧安全科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1.B2-20190134,2019,安徽继远软件有限公司,合肥市,安徽省,nan,scope_city_or_fallback
B1-20230341,2023,北京喜气恒生物科技有限公司,北京市,北京市,nan,scope_city_or_fallback
A2.B1-20192347,2019,深圳市光通网络技术有限公司,深圳市,广东省,nan,scope_city_or_fallback
A2.B1-20182775,2018,北京云基地云计算科技发展有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20210158,2021,上海咕咕云网络科技有限公司,上海市,上海市,nan,scope_city_or_fallback
B1-20215460,2021,深圳市小汪严选科技有限公司,深圳市,广东省,nan,scope_city_or_fallback
B1-20223360,2022,上海吉米世通经济发展有限公司,上海市,上海市,nan,scope_city_or_fallback
粤B2-20050516,2005,深圳市互联时空科技有限公司,深圳市,广东省,nan,scope_city_or_fallback
A2.B1-20182893,2018,北京昕奇海业科技开发有限公司,北京市,北京市,nan,scope_city_or_fallback
鄂B1.B2-20160101,2016,湖北省楚天云有限公司,武汉市,湖北省,nan,scope_city_or_fallback
B1.B2-20200826,2020,杭州微医健康科技有限公司,杭州市,浙江省,nan,scope_city_or_fallback
B1-20220998,2022,上海夏广信息技术有限公司,上海市,上海市,nan,scope_city_or_fallback
B1-20203404,2020,马尔康创惠工业设计有限公司,阿坝藏族羌族自治州,四川省,nan,scope_city_or_fallback
苏B1.B2-20100183,2010,江苏有线数据网络有限责任公司,南京市,江苏省,nan,scope_city_or_fallback
B1-20180321,2018,北京硕海时代网络科技有限公司,北京市,北京市,nan,scope_city_or_fallback
A2.B1.B2-20223387,2022,北京佟响科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20181937,2018,云南网展科技有限公司,昆明市,云南省,nan,scope_city_or_fallback
苏B1-20200493,2020,淮安风雷信息科技有限公司,淮安市,江苏省,nan,scope_city_or_fallback
B1.B2-20220540,2022,北京世纪星域科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20243364,2024,广东力创能源有限公司,惠州市,广东省,nan,scope_city_or_fallback
B1-20210958,2021,紫光芯云（上海）科技有限公司,上海市,上海市,nan,scope_city_or_fallback
B1-20200885,2020,深圳市缔息云联科技有限公司,深圳市,广东省,nan,scope_city_or_fallback
渝B1-20170010,2017,宝信云计算（重庆）有限公司,重庆市,重庆市,重庆市,scope_city_or_fallback
A2.B1.B2-20210341,2021,深圳斯塔云科技有限公司,深圳市,广东省,nan,scope_city_or_fallback
B1-20214497,2021,广州云上哔哔网络有限公司,广州市,广东省,nan,scope_city_or_fallback
鄂B1.B2-20150118,2015,湖北悠博信息技术有限公司,十堰市,湖北省,武汉市;黄石市;十堰市;宜昌市;襄樊市;鄂州市;孝感市;荆州市;黄冈市;咸宁市;随州市;恩施土家族苗族自治州;仙桃市;潜江市;天门市;神农架林区,scope_city_or_fallback
鄂B1.B2-20150118,2015,湖北悠博信息技术有限公司,咸宁市,湖北省,武汉市;黄石市;十堰市;宜昌市;襄樊市;鄂州市;孝感市;荆州市;黄冈市;咸宁市;随州市;恩施土家族苗族自治州;仙桃市;潜江市;天门市;神农架林区,scope_city_or_fallback
鄂B1.B2-20150118,2015,湖北悠博信息技术有限公司,孝感市,湖北省,武汉市;黄石市;十堰市;宜昌市;襄樊市;鄂州市;孝感市;荆州市;黄冈市;咸宁市;随州市;恩施土家族苗族自治州;仙桃市;潜江市;天门市;神农架林区,scope_city_or_fallback
鄂B1.B2-20150118,2015,湖北悠博信息技术有限公司,宜昌市,湖北省,武汉市;黄石市;十堰市;宜昌市;襄樊市;鄂州市;孝感市;荆州市;黄冈市;咸宁市;随州市;恩施土家族苗族自治州;仙桃市;潜江市;天门市;神农架林区,scope_city_or_fallback
鄂B1.B2-20150118,2015,湖北悠博信息技术有限公司,武汉市,湖北省,武汉市;黄石市;十堰市;宜昌市;襄樊市;鄂州市;孝感市;荆州市;黄冈市;咸宁市;随州市;恩施土家族苗族自治州;仙桃市;潜江市;天门市;神农架林区,scope_city_or_fallback
鄂B1.B2-20150118,2015,湖北悠博信息技术有限公司,荆州市,湖北省,武汉市;黄石市;十堰市;宜昌市;襄樊市;鄂州市;孝感市;荆州市;黄冈市;咸宁市;随州市;恩施土家族苗族自治州;仙桃市;潜江市;天门市;神农架林区,scope_city_or_fallback
鄂B1.B2-20150118,2015,湖北悠博信息技术有限公司,鄂州市,湖北省,武汉市;黄石市;十堰市;宜昌市;襄樊市;鄂州市;孝感市;荆州市;黄冈市;咸宁市;随州市;恩施土家族苗族自治州;仙桃市;潜江市;天门市;神农架林区,scope_city_or_fallback
鄂B1.B2-20150118,2015,湖北悠博信息技术有限公司,随州市,湖北省,武汉市;黄石市;十堰市;宜昌市;襄樊市;鄂州市;孝感市;荆州市;黄冈市;咸宁市;随州市;恩施土家族苗族自治州;仙桃市;潜江市;天门市;神农架林区,scope_city_or_fallback
鄂B1.B2-20150118,2015,湖北悠博信息技术有限公司,黄冈市,湖北省,武汉市;黄石市;十堰市;宜昌市;襄樊市;鄂州市;孝感市;荆州市;黄冈市;咸宁市;随州市;恩施土家族苗族自治州;仙桃市;潜江市;天门市;神农架林区,scope_city_or_fallback
