license_no,license_year,company,city,province,idc_scope,location_source
豫B1-20230192,2023,河南省隐雾网络科技有限公司,漯河市,河南省,nan,scope_city_or_fallback
B1-20214700,2021,吉林省九霄云科技有限公司,长春市,吉林省,nan,scope_city_or_fallback
A2.B1-20224493,2022,北京创景万通科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1.B2-20235700,2023,四川长虹云计算有限公司,绵阳市,四川省,nan,scope_city_or_fallback
A2.B1-20212353,2021,四川岚之云科技有限公司,成都市,四川省,nan,scope_city_or_fallback
B1-20195686,2019,河南美森源电子科技有限公司,郑州市,河南省,nan,scope_city_or_fallback
B1-20235114,2023,汉源智慧（北京）科技有限公司,北京市,北京市,nan,scope_city_or_fallback
A2.B1-20214218,2021,上海冠孜网络科技有限公司,上海市,上海市,nan,scope_city_or_fallback
鲁B1.B2-20200556,2020,威海农淘乐信息技术有限公司,威海市,山东省,nan,scope_city_or_fallback
B1.B2-20222155,2022,上海诚矩联泽互联网科技有限公司,上海市,上海市,nan,scope_city_or_fallback
B1-20201352,2020,鄂尔多斯市布尔科技有限公司,鄂尔多斯市,内蒙古自治区,nan,scope_city_or_fallback
A2.B1-20213847,2021,上海声通信息科技股份有限公司,上海市,上海市,nan,scope_city_or_fallback
A2.B1-20181946,2018,北京万为云联科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20212108,2021,江苏盈普网络科技有限公司,徐州市,江苏省,nan,scope_city_or_fallback
浙B1.B2-20130041,2013,杭州真拓信息技术有限公司,宁波市,浙江省,宁波市,scope_city_or_fallback
B1-20214821,2021,奇云盾（杭州）网络科技有限公司,杭州市,浙江省,nan,scope_city_or_fallback
B1-20195403,2019,网聚品牌管理有限公司,天津市,天津市,nan,scope_city_or_fallback
A2.B1.B2-20214855,2021,北京山海互联科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20184074,2018,杭州爱云网络科技有限公司,杭州市,浙江省,nan,scope_city_or_fallback
B1-20214008,2021,浙江安智通讯有限公司,湖州市,浙江省,nan,scope_city_or_fallback
京B2-20070063,2007,赛尔网络有限公司,北京市,北京市,nan,scope_city_or_fallback
辽B1.B2-20120073,2012,沈阳统智科技有限公司,沈阳市,辽宁省,辽宁省,scope_city_or_fallback
A2.B1.B2-20203981,2020,深圳信本人才科技有限公司,深圳市,广东省,nan,scope_city_or_fallback
B1-20140338,2014,河南大网科技发展有限公司,郑州市,河南省,nan,scope_city_or_fallback
辽B-1-4-20080004,2008,,大连市,辽宁省,nan,scope_city_or_fallback
B1-20212112,2021,广州云圈互联科技有限公司,广州市,广东省,nan,scope_city_or_fallback
豫B2-20190833,2019,三门峡崤云信息服务股份有限公司,三门峡市,河南省,nan,scope_city_or_fallback
B1-20214412,2021,广州市振丰网络科技有限公司,广州市,广东省,nan,scope_city_or_fallback
浙B1-20190751,2019,杭州致凯科技有限公司,杭州市,浙江省,nan,scope_city_or_fallback
闽B1.B2-20100026,2010,福州闽会通信技术服务有限公司,福州市,福建省,nan,scope_city_or_fallback
B1-20224698,2022,杭州一松科技有限公司,杭州市,浙江省,nan,scope_city_or_fallback
京B1-20190008,2019,北京尚世伟通网络科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20202339,2020,深圳鹏瑞云数据有限公司,深圳市,广东省,nan,scope_city_or_fallback
湘B1-20180074,2018,湖南高科园创企业管理服务股份有限公司,株洲市,湖南省,nan,scope_city_or_fallback
鲁B1.B2-20080066,2008,潍坊极锐网络科技有限公司,潍坊市,山东省,潍坊市,scope_city_or_fallback
粤B1-20050128,2005,广州盛友信息技术有限公司,广州市,广东省,nan,scope_city_or_fallback
B1-20160801,2016,北京圣菲科技有限公司,广州市,广东省,石家庄市;济南市;广州市,scope_city_or_fallback
B1-20160801,2016,北京圣菲科技有限公司,济南市,山东省,石家庄市;济南市;广州市,scope_city_or_fallback
B1-20160801,2016,北京圣菲科技有限公司,石家庄市,河北省,石家庄市;济南市;广州市,scope_city_or_fallback
B1-20211406,2021,北京字维时代科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20180827,2018,北京金科云泰科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1.B2-20220662,2022,北京亿兆科丰科技有限公司,北京市,北京市,nan,scope_city_or_fallback
鲁B1-20140029,2014,山东北方网络通信有限责任公司,枣庄市,山东省,枣庄市,scope_city_or_fallback
辽B1.B2-20140013,2014,抚顺市经纬网络技术开发有限公司,抚顺市,辽宁省,nan,scope_city_or_fallback
B1.B2-20202747,2020,福建省亿力信息技术有限公司,厦门市,福建省,nan,scope_city_or_fallback
京B1-20171687,2017,北京风暴之锤网络科技有限公司,北京市,北京市,北京市,scope_city_or_fallback
B1-20212606,2021,北京科信盛彩云计算有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20184079,2018,北京未来科学城科技发展有限公司,北京市,北京市,nan,scope_city_or_fallback
A2.B1-20220697,2022,北京中亿讯科通信技术有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20161240,2016,四川远辰通信科技有限公司,南充市,四川省,nan,scope_city_or_fallback
B1-20200702,2020,河南政企云计算有限公司,鹤壁市,河南省,nan,scope_city_or_fallback
B1-20240992,2024,上海源信网络科技有限公司,上海市,上海市,nan,scope_city_or_fallback
鲁B1-20180073,2018,山东程伟信息科技有限公司,济南市,山东省,nan,scope_city_or_fallback
B1-20243313,2024,许昌瑞讯网络科技有限公司,许昌市,河南省,nan,scope_city_or_fallback
B1-20195971,2019,湖南阿米特网络科技有限公司,长沙市,湖南省,nan,scope_city_or_fallback
A2.B1-20090085,2009,深圳市高德信通信股份有限公司,深圳市,广东省,nan,scope_city_or_fallback
B1-20195774,2019,包头市易慧信息科技有限公司,包头市,内蒙古自治区,nan,scope_city_or_fallback
B1-20203660,2020,八六八（山东）网络科技有限责任公司,潍坊市,山东省,nan,scope_city_or_fallback
B1-20201911,2020,深圳市南华中天科技有限公司,深圳市,广东省,nan,scope_city_or_fallback
京B1-20160016,2016,北京未来数据科技有限公司,北京市,北京市,北京市,scope_city_or_fallback
B1-20183861,2018,广州算力区块链科技有限公司,广州市,广东省,nan,scope_city_or_fallback
川B1.B2-20140116,2014,成都盛世云图信息技术有限公司,南充市,四川省,成都市;泸州市;德阳市;绵阳市;广元市;南充市;宜宾市,scope_city_or_fallback
川B1.B2-20140116,2014,成都盛世云图信息技术有限公司,宜宾市,四川省,成都市;泸州市;德阳市;绵阳市;广元市;南充市;宜宾市,scope_city_or_fallback
川B1.B2-20140116,2014,成都盛世云图信息技术有限公司,德阳市,四川省,成都市;泸州市;德阳市;绵阳市;广元市;南充市;宜宾市,scope_city_or_fallback
川B1.B2-20140116,2014,成都盛世云图信息技术有限公司,成都市,四川省,成都市;泸州市;德阳市;绵阳市;广元市;南充市;宜宾市,scope_city_or_fallback
川B1.B2-20140116,2014,成都盛世云图信息技术有限公司,泸州市,四川省,成都市;泸州市;德阳市;绵阳市;广元市;南充市;宜宾市,scope_city_or_fallback
川B1.B2-20140116,2014,成都盛世云图信息技术有限公司,绵阳市,四川省,成都市;泸州市;德阳市;绵阳市;广元市;南充市;宜宾市,scope_city_or_fallback
B1-20172470,2017,北京亿安天下科技股份有限公司,北京市,北京市,北京市;哈尔滨市,scope_city_or_fallback
B1-20172470,2017,北京亿安天下科技股份有限公司,哈尔滨市,黑龙江省,北京市;哈尔滨市,scope_city_or_fallback
B1.B2-20231209,2023,深圳市乔安科技有限公司,深圳市,广东省,nan,scope_city_or_fallback
津B1-20160016,2016,天津中安华典数据安全科技有限公司,天津市,天津市,nan,scope_city_or_fallback
皖B1.B2-20190180,2019,合肥市大数据资产运营有限公司,合肥市,安徽省,nan,scope_city_or_fallback
B1-20190635,2019,星环众志科技（北京）有限公司,北京市,北京市,nan,scope_city_or_fallback
A2.B1.B2-20090003,2009,中国联合网络通信集团有限公司,北京市,北京市,全国 语音信箱业务：全国 在线数据处理与交易处理业务 无线数据传送业务：全国 X.400电子邮件业务：全国 用户驻地网业务：全国 信息服务业务（仅限固定网电话信息服务）：全国,scope_city_or_fallback
B1-20230277,2023,安翅云计算（湖北）有限公司,十堰市,湖北省,nan,scope_city_or_fallback
B1-20181227,2018,北京动力网讯通信服务有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20194508,2019,河南好速网络科技有限公司,濮阳市,河南省,nan,scope_city_or_fallback
B1-20181150,2018,北京元霆数据有限公司,北京市,北京市,nan,scope_city_or_fallback
A2.B1-20215357,2021,上海通联金融科技发展有限公司,上海市,上海市,nan,scope_city_or_fallback
B1-20183068,2018,上海驰联网络科技有限公司,上海市,上海市,nan,scope_city_or_fallback
吉B1.B2-20230086,2023,吉视传媒股份有限公司,长春市,吉林省,nan,scope_city_or_fallback
A2.B1.B2-20220345,2022,深圳市飞凡互联科技有限公司,深圳市,广东省,nan,scope_city_or_fallback
桂B1-20170043,2017,广西南宁诺思数码网络有限公司,南宁市,广西壮族自治区,南宁市,scope_city_or_fallback
B1-20223383,2022,安徽欧陆网络科技有限公司,蚌埠市,安徽省,nan,scope_city_or_fallback
B1.B2-20184299,2018,北京睿云在线科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20225555,2022,武汉简云科技有限公司,武汉市,湖北省,nan,scope_city_or_fallback
A2.B1-20191386,2019,北京网跃灵州科技发展有限公司,北京市,北京市,nan,scope_city_or_fallback
鄂B2-20110102,2011,湖北七维网络技术有限公司,襄阳市,湖北省,nan,scope_city_or_fallback
鄂B1-20140078,2014,武汉动龙科技有限公司,十堰市,湖北省,襄樊市;武汉市;荆州市;恩施土家族苗族自治州;黄石市;鄂州市;孝感市;荆门市;十堰市;宜昌市;随州市;黄冈市;咸宁市,scope_city_or_fallback
鄂B1-20140078,2014,武汉动龙科技有限公司,咸宁市,湖北省,襄樊市;武汉市;荆州市;恩施土家族苗族自治州;黄石市;鄂州市;孝感市;荆门市;十堰市;宜昌市;随州市;黄冈市;咸宁市,scope_city_or_fallback
鄂B1-20140078,2014,武汉动龙科技有限公司,孝感市,湖北省,襄樊市;武汉市;荆州市;恩施土家族苗族自治州;黄石市;鄂州市;孝感市;荆门市;十堰市;宜昌市;随州市;黄冈市;咸宁市,scope_city_or_fallback
鄂B1-20140078,2014,武汉动龙科技有限公司,宜昌市,湖北省,襄樊市;武汉市;荆州市;恩施土家族苗族自治州;黄石市;鄂州市;孝感市;荆门市;十堰市;宜昌市;随州市;黄冈市;咸宁市,scope_city_or_fallback
鄂B1-20140078,2014,武汉动龙科技有限公司,武汉市,湖北省,襄樊市;武汉市;荆州市;恩施土家族苗族自治州;黄石市;鄂州市;孝感市;荆门市;十堰市;宜昌市;随州市;黄冈市;咸宁市,scope_city_or_fallback
鄂B1-20140078,2014,武汉动龙科技有限公司,荆州市,湖北省,襄樊市;武汉市;荆州市;恩施土家族苗族自治州;黄石市;鄂州市;孝感市;荆门市;十堰市;宜昌市;随州市;黄冈市;咸宁市,scope_city_or_fallback
鄂B1-20140078,2014,武汉动龙科技有限公司,荆门市,湖北省,襄樊市;武汉市;荆州市;恩施土家族苗族自治州;黄石市;鄂州市;孝感市;荆门市;十堰市;宜昌市;随州市;黄冈市;咸宁市,scope_city_or_fallback
鄂B1-20140078,2014,武汉动龙科技有限公司,鄂州市,湖北省,襄樊市;武汉市;荆州市;恩施土家族苗族自治州;黄石市;鄂州市;孝感市;荆门市;十堰市;宜昌市;随州市;黄冈市;咸宁市,scope_city_or_fallback
鄂B1-20140078,2014,武汉动龙科技有限公司,随州市,湖北省,襄樊市;武汉市;荆州市;恩施土家族苗族自治州;黄石市;鄂州市;孝感市;荆门市;十堰市;宜昌市;随州市;黄冈市;咸宁市,scope_city_or_fallback
鄂B1-20140078,2014,武汉动龙科技有限公司,黄冈市,湖北省,襄樊市;武汉市;荆州市;恩施土家族苗族自治州;黄石市;鄂州市;孝感市;荆门市;十堰市;宜昌市;随州市;黄冈市;咸宁市,scope_city_or_fallback
鄂B1-20140078,2014,武汉动龙科技有限公司,黄石市,湖北省,襄樊市;武汉市;荆州市;恩施土家族苗族自治州;黄石市;鄂州市;孝感市;荆门市;十堰市;宜昌市;随州市;黄冈市;咸宁市,scope_city_or_fallback
B1-20214820,2021,盐城市凡凡数据信息科技有限公司,盐城市,江苏省,nan,scope_city_or_fallback
冀B2-20090048,2009,保定展迅网络技术有限公司,保定市,河北省,nan,scope_city_or_fallback
B1-20235238,2023,广东思楷信息科技有限公司,东莞市,广东省,nan,scope_city_or_fallback
黑B2-20050553,2005,佳木斯市海讯网络科技有限公司,佳木斯市,黑龙江省,黑龙江省,scope_city_or_fallback
A2.B1.B2-20204040,2020,陕西云瑞网络科技有限公司,西安市,陕西省,nan,scope_city_or_fallback
A2.B1.B2-20140534,2014,航天数字传媒有限公司,上海市,上海市,上海市;北京市,scope_city_or_fallback
A2.B1.B2-20140534,2014,航天数字传媒有限公司,北京市,北京市,上海市;北京市,scope_city_or_fallback
B1-20242314,2024,重庆市辰科科技有限公司,重庆市,重庆市,nan,scope_city_or_fallback
A2.B1.B2-20225184,2022,北京赛赤网络科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20203056,2020,江西洪储云科技有限公司,南昌市,江西省,nan,scope_city_or_fallback
B1-20242108,2024,上海珍岛网络科技有限公司,上海市,上海市,nan,scope_city_or_fallback
B1-20242320,2024,长春弘邑网络工程有限公司,长春市,吉林省,nan,scope_city_or_fallback
鲁B1-20200137,2020,临沂市拓普网络股份有限公司,临沂市,山东省,nan,scope_city_or_fallback
B1-20201415,2020,上海元风信息科技有限公司,上海市,上海市,nan,scope_city_or_fallback
B1-20215538,2021,北京云眸科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20213453,2021,招商局投资发展有限公司,深圳市,广东省,nan,scope_city_or_fallback
B1-20220170,2022,江苏蘑菇云信息技术有限公司,徐州市,江苏省,nan,scope_city_or_fallback
B1-20223855,2022,福州馨生活网络科技有限公司,福州市,福建省,nan,scope_city_or_fallback
闽B1-20200226,2020,厦门拓羽网络科技有限公司,厦门市,福建省,nan,scope_city_or_fallback
B1-20184075,2018,深圳市吉美未来科技有限公司,深圳市,广东省,nan,scope_city_or_fallback
B1-20170008,2017,成都万达电子科技有限公司,成都市,四川省,nan,scope_city_or_fallback
B1-20212828,2021,深圳世纪互联科技有限公司,深圳市,广东省,nan,scope_city_or_fallback
B1-20210735,2021,杭州安聚网络技术有限公司,杭州市,浙江省,nan,scope_city_or_fallback
京B1-20110007,2011,易联时空（北京）科技有限公司,北京市,北京市,nan,scope_city_or_fallback
川B1-20210186,2021,四川弘联硕信息技术有限公司,雅安市,四川省,nan,scope_city_or_fallback
